device,status,shot_id,mode,R_m,a_m,Bt_T,Ip_MA,ne_19,Te_keV,tauE_s,Pheat_MW,Pfus_MW,Q,aspect_ratio,volume_m3
VIRTUAL_0612,虚拟,VIRTUAL_0612_design,design,0.395,0.14,4.75,15.27,19.39,9.26,0.1101,81.2,0.0,0.0,2.825,0.15
VIRTUAL_0613,虚拟,VIRTUAL_0613_design,design,4.629,1.809,9.76,21.72,6.4,19.94,3.8004,61.05,9.13,0.15,2.559,299.1
VIRTUAL_0614,虚拟,VIRTUAL_0614_design,design,1.817,0.728,8.04,6.08,12.39,10.15,0.4117,58.02,0.55,0.009,2.496,19.01
VIRTUAL_0615,虚拟,VIRTUAL_0615_design,design,5.822,2.053,7.36,1.17,6.59,14.86,0.5667,31.16,3.59,0.115,2.835,484.61
VIRTUAL_0616,虚拟,VIRTUAL_0616_design,design,5.19,1.189,3.76,10.23,4.2,27.85,1.7244,86.8,0.0,0.0,4.364,144.88
VIRTUAL_0617,虚拟,VIRTUAL_0617_design,design,7.164,0.959,10.91,17.78,19.43,3.6,10.0,64.46,0.0,0.0,7.471,130.04
VIRTUAL_0618,虚拟,VIRTUAL_0618_design,design,8.393,2.087,9.12,10.11,13.69,1.22,7.2589,63.97,0.0,0.0,4.022,721.44
VIRTUAL_0619,虚拟,VIRTUAL_0619_design,design,1.09,0.299,4.24,12.02,4.2,20.81,0.2232,79.54,0.0,0.0,3.65,1.92
VIRTUAL_0620,虚拟,VIRTUAL_0620_design,design,1.885,0.267,2.21,19.3,13.68,14.12,6.3246,10.85,0.15,0.013,7.056,2.65
VIRTUAL_0621,虚拟,VIRTUAL_0621_design,design,8.72,2.634,8.84,1.7,3.7,1.67,1.4162,25.9,0.0,0.0,3.31,1194.48
VIRTUAL_0622,虚拟,VIRTUAL_0622_design,design,1.616,0.33,5.51,20.75,15.65,25.08,1.4651,71.09,0.36,0.005,4.901,3.47
VIRTUAL_0623,虚拟,VIRTUAL_0623_design,design,7.438,1.365,9.02,7.53,24.94,8.05,10.0,28.06,20.92,0.746,5.451,273.38
VIRTUAL_0624,虚拟,VIRTUAL_0624_design,design,0.539,0.218,10.21,18.41,24.39,29.27,1.2841,6.71,0.45,0.067,2.472,0.51
VIRTUAL_0625,虚拟,VIRTUAL_0625_design,design,6.569,2.174,1.97,14.32,24.58,27.37,7.9065,44.03,155.29,3.527,3.022,612.69
VIRTUAL_0626,虚拟,VIRTUAL_0626_design,design,3.814,1.642,9.88,10.13,2.32,12.92,1.069,47.01,0.0,0.0,2.323,203.06
VIRTUAL_0627,虚拟,VIRTUAL_0627_design,design,9.307,2.257,4.5,11.58,2.59,29.18,6.4969,36.13,0.0,0.0,4.123,936.09
VIRTUAL_0628,虚拟,VIRTUAL_0628_design,design,4.935,1.195,9.62,14.59,18.17,8.19,9.1043,31.7,2.12,0.067,4.13,139.1
VIRTUAL_0629,虚拟,VIRTUAL_0629_design,design,6.658,0.759,8.45,19.14,22.38,13.58,10.0,46.04,4.3,0.093,8.776,75.66
VIRTUAL_0630,虚拟,VIRTUAL_0630_design,design,6.806,2.585,3.58,9.3,21.13,26.34,7.9077,24.47,368.87,15.075,2.633,898.08
VIRTUAL_0631,虚拟,VIRTUAL_0631_design,design,2.167,0.305,12.77,18.06,19.24,1.65,2.6341,84.4,0.0,0.0,7.105,3.98
VIRTUAL_0632,虚拟,VIRTUAL_0632_design,design,4.549,1.078,7.74,2.06,19.16,17.56,1.886,18.82,9.24,0.491,4.22,104.33
VIRTUAL_0633,虚拟,VIRTUAL_0633_design,design,2.087,0.256,8.31,18.5,1.42,1.66,1.163,57.36,0.0,0.0,8.143,2.71
VIRTUAL_0634,虚拟,VIRTUAL_0634_design,design,8.249,1.536,5.02,13.14,7.58,0.99,6.969,73.58,0.0,0.0,5.372,383.96
VIRTUAL_0635,虚拟,VIRTUAL_0635_design,design,6.369,2.009,10.44,14.87,5.94,10.7,10.0,12.79,1.43,0.112,3.17,507.54
VIRTUAL_0636,虚拟,VIRTUAL_0636_design,design,6.859,2.673,13.49,13.84,5.42,3.35,3.4773,81.32,0.0,0.0,2.566,967.22
VIRTUAL_0637,虚拟,VIRTUAL_0637_design,design,5.914,2.054,10.98,15.49,21.03,1.88,6.0146,74.8,0.0,0.0,2.879,492.5
VIRTUAL_0638,虚拟,VIRTUAL_0638_design,design,8.553,1.469,9.04,6.95,23.99,1.2,8.7533,58.06,0.0,0.0,5.823,364.34
VIRTUAL_0639,虚拟,VIRTUAL_0639_design,design,1.915,0.737,2.63,5.22,12.86,27.46,0.6738,21.33,1.84,0.086,2.598,20.54
VIRTUAL_0640,虚拟,VIRTUAL_0640_design,design,7.662,1.884,12.78,3.27,16.5,7.14,6.6976,15.84,11.37,0.718,4.066,537.11
VIRTUAL_0641,虚拟,VIRTUAL_0641_design,design,6.059,2.413,4.47,9.88,10.73,29.53,4.7836,29.37,65.87,2.243,2.511,696.36
VIRTUAL_0642,虚拟,VIRTUAL_0642_design,design,3.739,1.218,3.68,20.14,7.38,26.9,9.0061,10.53,6.4,0.608,3.069,109.56
VIRTUAL_0643,虚拟,VIRTUAL_0643_design,design,9.098,1.263,13.56,9.99,23.7,20.37,10.0,30.3,52.18,1.722,7.206,286.24
VIRTUAL_0644,虚拟,VIRTUAL_0644_design,design,3.246,0.445,2.19,2.35,11.15,23.91,1.4672,14.31,0.63,0.044,7.288,12.71
VIRTUAL_0645,虚拟,VIRTUAL_0645_design,design,6.541,1.117,1.55,3.71,23.17,24.68,3.5867,35.54,78.11,2.198,5.858,161.01
VIRTUAL_0646,虚拟,VIRTUAL_0646_design,design,5.512,2.044,9.62,13.85,7.39,1.36,4.2465,45.67,0.0,0.0,2.697,454.52
VIRTUAL_0647,虚拟,VIRTUAL_0647_design,design,8.942,2.093,11.69,21.82,4.93,20.81,10.0,67.49,0.0,0.0,4.272,773.6
VIRTUAL_0648,虚拟,VIRTUAL_0648_design,design,9.806,2.971,9.68,5.4,20.17,3.39,4.6175,78.11,0.0,0.0,3.301,1708.38
VIRTUAL_0649,虚拟,VIRTUAL_0649_design,design,9.129,1.712,8.9,9.49,11.51,9.45,7.4465,76.26,11.89,0.156,5.333,528.09
VIRTUAL_0650,虚拟,VIRTUAL_0650_design,design,9.425,1.302,12.27,16.24,7.07,2.21,10.0,26.95,0.0,0.0,7.238,315.45
VIRTUAL_0651,虚拟,VIRTUAL_0651_design,design,9.148,2.235,10.15,5.69,18.27,1.04,7.9897,37.66,0.0,0.0,4.093,902.15
VIRTUAL_0652,虚拟,VIRTUAL_0652_design,design,6.38,0.983,11.56,5.21,16.65,12.27,4.1593,59.69,3.36,0.056,6.49,121.69
VIRTUAL_0653,虚拟,VIRTUAL_0653_design,design,0.464,0.22,3.92,18.04,24.98,6.5,0.3153,26.66,0.02,0.001,2.109,0.44
VIRTUAL_0654,虚拟,VIRTUAL_0654_design,design,9.665,2.829,7.14,17.5,4.26,29.33,6.0209,96.44,0.0,0.0,3.417,1526.62
VIRTUAL_0655,虚拟,VIRTUAL_0655_design,design,1.888,0.415,1.58,6.01,20.58,11.47,2.1235,9.02,0.36,0.04,4.55,6.42
VIRTUAL_0656,虚拟,VIRTUAL_0656_design,design,9.819,2.253,5.94,3.71,24.67,24.66,7.7966,28.29,220.27,7.786,4.359,983.59
VIRTUAL_0657,虚拟,VIRTUAL_0657_design,design,0.849,0.139,8.21,20.44,12.92,25.32,0.9072,44.7,0.05,0.001,6.106,0.32
VIRTUAL_0658,虚拟,VIRTUAL_0658_design,design,7.399,1.133,5.18,14.04,2.7,10.97,5.8413,53.57,0.0,0.0,6.53,187.52
VIRTUAL_0659,虚拟,VIRTUAL_0659_design,design,9.963,1.947,11.46,9.53,20.11,17.94,9.7014,88.68,108.43,1.223,5.117,745.64
VIRTUAL_0660,虚拟,VIRTUAL_0660_design,design,6.162,2.118,5.96,3.22,3.25,0.7,0.566,87.38,0.0,0.0,2.909,545.63
VIRTUAL_0661,虚拟,VIRTUAL_0661_design,design,2.594,0.479,10.36,7.07,13.15,5.04,0.9167,95.98,0.09,0.001,5.417,11.74
VIRTUAL_0662,虚拟,VIRTUAL_0662_design,design,8.679,1.735,10.72,3.21,1.21,0.8,1.1912,58.74,0.0,0.0,5.002,515.79
VIRTUAL_0663,虚拟,VIRTUAL_0663_design,design,4.717,1.449,0.3,9.33,18.23,13.39,1.6435,73.28,9.91,0.135,3.255,195.56
VIRTUAL_0664,虚拟,VIRTUAL_0664_design,design,8.187,2.102,3.11,5.25,16.07,24.93,4.5668,41.68,101.79,2.442,3.895,714.26
VIRTUAL_0665,虚拟,VIRTUAL_0665_design,design,8.71,2.296,6.38,10.76,5.9,18.88,7.8136,36.0,22.43,0.623,3.794,906.24
VIRTUAL_0666,虚拟,VIRTUAL_0666_design,design,4.958,1.459,8.01,20.17,20.22,13.64,6.3882,71.93,21.88,0.304,3.397,208.42
VIRTUAL_0667,虚拟,VIRTUAL_0667_design,design,5.076,0.898,6.6,5.45,22.96,10.2,2.2122,95.24,5.75,0.06,5.652,80.81
VIRTUAL_0668,虚拟,VIRTUAL_0668_design,design,6.426,1.923,1.99,8.3,3.38,18.76,2.146,44.8,0.0,0.0,3.342,468.83
VIRTUAL_0669,虚拟,VIRTUAL_0669_design,design,7.846,1.273,2.47,8.97,23.24,21.37,10.0,42.01,78.99,1.88,6.163,251.02
VIRTUAL_0670,虚拟,VIRTUAL_0670_design,design,1.117,0.552,9.4,6.31,15.06,3.46,0.1499,96.59,0.0,0.0,2.025,6.71
VIRTUAL_0671,虚拟,VIRTUAL_0671_design,design,1.995,0.717,3.59,15.8,19.64,20.27,1.2488,61.53,5.9,0.096,2.784,20.24
VIRTUAL_0672,虚拟,VIRTUAL_0672_design,design,1.063,0.247,3.63,21.74,10.35,22.03,0.644,68.54,0.05,0.001,4.304,1.28
VIRTUAL_0673,虚拟,VIRTUAL_0673_design,design,2.618,0.556,5.87,5.19,1.47,26.41,0.2393,96.57,0.0,0.0,4.706,16.0
VIRTUAL_0674,虚拟,VIRTUAL_0674_design,design,3.613,0.851,0.3,14.98,20.81,4.57,6.1536,16.13,0.0,0.0,4.248,51.6
VIRTUAL_0675,虚拟,VIRTUAL_0675_design,design,7.964,2.154,0.82,13.71,8.41,11.19,4.2831,77.02,11.1,0.144,3.696,729.67
VIRTUAL_0676,虚拟,VIRTUAL_0676_design,design,4.183,2.003,5.81,16.99,12.61,26.95,2.1688,90.79,24.16,0.266,2.088,331.4
VIRTUAL_0677,虚拟,VIRTUAL_0677_design,design,9.384,2.64,11.12,4.46,20.32,25.53,7.696,29.06,670.55,23.077,3.554,1291.31
VIRTUAL_0678,虚拟,VIRTUAL_0678_design,design,0.784,0.144,7.62,12.69,16.48,0.71,0.3143,96.04,0.0,0.0,5.452,0.32
VIRTUAL_0679,虚拟,VIRTUAL_0679_design,design,0.733,0.138,0.39,12.49,23.37,20.05,0.2285,82.3,0.03,0.0,5.305,0.28
VIRTUAL_0680,虚拟,VIRTUAL_0680_design,design,5.558,1.577,7.09,1.64,17.43,15.2,0.6539,76.56,23.5,0.307,3.523,272.95
VIRTUAL_0681,虚拟,VIRTUAL_0681_design,design,1.749,0.628,2.58,19.2,15.71,4.88,0.7948,96.24,0.0,0.0,2.783,13.63
VIRTUAL_0682,虚拟,VIRTUAL_0682_design,design,5.328,0.688,8.85,5.61,20.29,24.57,2.8447,97.9,15.51,0.158,7.742,49.81
VIRTUAL_0683,虚拟,VIRTUAL_0683_design,design,4.713,1.892,2.03,12.05,14.11,2.87,3.1408,41.91,0.0,0.0,2.491,332.95
VIRTUAL_0684,虚拟,VIRTUAL_0684_design,design,8.577,2.692,1.57,2.04,7.3,26.27,2.6217,13.06,71.36,5.462,3.186,1226.75
VIRTUAL_0685,虚拟,VIRTUAL_0685_design,design,1.281,0.448,5.11,17.37,6.61,19.25,0.9751,23.72,0.13,0.005,2.863,5.06
VIRTUAL_0686,虚拟,VIRTUAL_0686_design,design,8.775,1.147,12.16,13.08,4.05,12.94,10.0,16.25,0.0,0.0,7.653,227.71
VIRTUAL_0687,虚拟,VIRTUAL_0687_design,design,7.093,2.448,1.66,11.16,20.55,28.1,5.5366,51.45,538.53,10.467,2.898,838.84
VIRTUAL_0688,虚拟,VIRTUAL_0688_design,design,5.496,1.416,11.91,10.87,12.33,14.81,3.4682,84.71,12.68,0.15,3.881,217.6
VIRTUAL_0689,虚拟,VIRTUAL_0689_design,design,4.214,0.983,6.99,12.62,6.72,23.86,3.0758,48.75,2.07,0.042,4.286,80.42
VIRTUAL_0690,虚拟,VIRTUAL_0690_design,design,1.336,0.261,13.3,6.75,5.05,13.93,0.518,30.85,0.0,0.0,5.114,1.8
VIRTUAL_0691,虚拟,VIRTUAL_0691_design,design,3.435,1.091,7.81,7.88,11.74,28.97,1.8993,37.86,8.28,0.219,3.148,80.69
VIRTUAL_0692,虚拟,VIRTUAL_0692_design,design,2.662,0.754,10.68,4.57,18.02,0.83,0.9989,42.01,0.0,0.0,3.532,29.83
VIRTUAL_0693,虚拟,VIRTUAL_0693_design,design,7.826,1.534,7.98,4.55,18.81,1.76,3.2938,85.28,0.0,0.0,5.103,363.37
VIRTUAL_0694,虚拟,VIRTUAL_0694_design,design,2.223,1.0,5.06,15.91,8.66,27.2,2.8447,12.84,1.87,0.145,2.223,43.83
VIRTUAL_0695,虚拟,VIRTUAL_0695_design,design,5.082,0.675,2.9,20.77,24.44,11.41,8.4212,92.34,4.68,0.051,7.532,45.68
VIRTUAL_0696,虚拟,VIRTUAL_0696_design,design,2.917,1.111,9.29,21.76,7.36,20.23,10.0,5.39,1.06,0.196,2.625,71.07
VIRTUAL_0697,虚拟,VIRTUAL_0697_design,design,0.338,0.169,11.27,17.32,13.23,9.14,0.2511,15.3,0.0,0.0,2.0,0.19
VIRTUAL_0698,虚拟,VIRTUAL_0698_design,design,3.947,1.589,7.65,1.75,1.43,3.25,0.197,41.17,0.0,0.0,2.484,196.65
VIRTUAL_0699,虚拟,VIRTUAL_0699_design,design,9.352,2.251,11.27,10.29,9.68,3.43,6.296,87.62,0.0,0.0,4.154,935.63
VIRTUAL_0700,虚拟,VIRTUAL_0700_design,design,7.897,1.161,7.27,10.75,16.0,28.4,10.0,58.06,56.87,0.98,6.8,210.2
VIRTUAL_0701,虚拟,VIRTUAL_0701_design,design,0.788,0.118,2.79,0.76,18.84,21.76,0.0902,13.78,0.06,0.005,6.651,0.22
VIRTUAL_0702,虚拟,VIRTUAL_0702_design,design,1.801,0.397,3.64,8.22,7.11,14.77,0.6863,40.86,0.12,0.003,4.536,5.61
VIRTUAL_0703,虚拟,VIRTUAL_0703_design,design,0.842,0.146,0.93,13.79,2.31,25.13,0.1951,51.29,0.0,0.0,5.783,0.35
VIRTUAL_0704,虚拟,VIRTUAL_0704_design,design,5.412,1.757,2.56,4.39,8.65,17.89,2.2835,21.17,5.33,0.252,3.08,329.76
VIRTUAL_0705,虚拟,VIRTUAL_0705_design,design,9.71,1.016,11.28,17.35,8.13,4.24,10.0,14.73,0.0,0.0,9.561,197.7
VIRTUAL_0706,虚拟,VIRTUAL_0706_design,design,7.065,2.181,11.0,20.63,17.61,4.84,10.0,24.5,0.0,0.0,3.24,663.24
VIRTUAL_0707,虚拟,VIRTUAL_0707_design,design,8.469,1.298,1.2,15.49,10.66,27.62,9.5206,65.1,15.51,0.238,6.527,281.48
VIRTUAL_0708,虚拟,VIRTUAL_0708_design,design,9.494,1.48,4.85,8.88,2.23,15.0,10.0,12.51,0.0,0.0,6.417,410.28
VIRTUAL_0709,虚拟,VIRTUAL_0709_design,design,4.189,1.007,10.87,17.68,4.68,11.12,4.5334,37.46,0.0,0.0,4.162,83.8
VIRTUAL_0710,虚拟,VIRTUAL_0710_design,design,1.769,0.742,9.96,4.23,9.8,3.35,0.2446,62.9,0.0,0.0,2.384,19.21
VIRTUAL_0711,虚拟,VIRTUAL_0711_design,design,1.477,0.73,10.97,8.62,14.89,27.36,0.4405,55.5,1.96,0.035,2.023,15.55
VIRTUAL_0712,虚拟,VIRTUAL_0712_design,design,3.973,1.737,9.09,14.33,21.8,26.84,2.4099,92.0,52.08,0.566,2.287,236.76
VIRTUAL_0713,虚拟,VIRTUAL_0713_design,design,5.578,2.21,10.65,13.37,5.0,23.96,2.5395,72.07,4.86,0.067,2.524,537.78
VIRTUAL_0714,虚拟,VIRTUAL_0714_design,design,4.799,0.814,4.86,0.45,10.61,16.59,0.1918,62.03,2.9,0.047,5.897,62.74
VIRTUAL_0715,虚拟,VIRTUAL_0715_design,design,8.412,1.306,1.86,18.74,4.76,29.25,7.174,84.29,0.0,0.0,6.439,283.36
VIRTUAL_0716,虚拟,VIRTUAL_0716_design,design,5.159,2.541,1.54,6.7,16.32,10.63,1.0781,92.85,11.84,0.127,2.03,657.41
VIRTUAL_0717,虚拟,VIRTUAL_0717_design,design,5.629,1.893,9.21,5.66,9.75,25.34,4.011,19.66,42.32,2.153,2.973,398.35
VIRTUAL_0718,虚拟,VIRTUAL_0718_design,design,5.758,2.331,10.05,4.6,14.65,26.06,2.1285,43.33,175.55,4.052,2.47,617.63
VIRTUAL_0719,虚拟,VIRTUAL_0719_design,design,4.686,0.736,5.57,20.94,8.67,26.07,5.121,88.15,2.63,0.03,6.365,50.15
VIRTUAL_0720,虚拟,VIRTUAL_0720_design,design,1.108,0.432,4.5,17.24,11.62,14.66,0.4041,77.84,0.13,0.002,2.565,4.08
VIRTUAL_0721,虚拟,VIRTUAL_0721_design,design,4.598,1.152,5.27,11.59,20.41,10.98,4.4214,52.52,9.11,0.173,3.992,120.41
VIRTUAL_0722,虚拟,VIRTUAL_0722_design,design,2.914,0.615,13.08,15.93,14.85,19.5,10.0,3.12,2.6,0.833,4.739,21.74
VIRTUAL_0723,虚拟,VIRTUAL_0723_design,design,5.242,1.669,5.16,1.84,5.64,28.53,0.5813,40.99,8.95,0.218,3.142,288.11
VIRTUAL_0724,虚拟,VIRTUAL_0724_design,design,0.811,0.111,10.1,11.86,13.21,7.45,0.4156,74.53,0.0,0.0,7.277,0.2
VIRTUAL_0725,虚拟,VIRTUAL_0725_design,design,2.142,0.609,4.15,5.48,16.49,19.6,0.4583,82.49,1.84,0.022,3.518,15.69
VIRTUAL_0726,虚拟,VIRTUAL_0726_design,design,1.009,0.211,13.72,13.14,18.03,0.42,0.7399,51.92,0.0,0.0,4.774,0.89
VIRTUAL_0727,虚拟,VIRTUAL_0727_design,design,0.664,0.232,12.91,21.31,13.97,13.85,0.2845,94.51,0.04,0.0,2.861,0.71
VIRTUAL_0728,虚拟,VIRTUAL_0728_design,design,0.93,0.27,3.52,10.36,11.93,17.55,0.3896,35.81,0.04,0.001,3.444,1.34
VIRTUAL_0729,虚拟,VIRTUAL_0729_design,design,5.186,2.241,9.36,7.48,23.45,27.38,5.4854,21.09,118.54,5.62,2.314,514.02
VIRTUAL_0730,虚拟,VIRTUAL_0730_design,design,7.491,2.612,13.56,19.58,15.41,16.0,10.0,2.98,53.34,17.908,2.868,1008.76
VIRTUAL_0731,虚拟,VIRTUAL_0731_design,design,4.758,1.672,7.89,16.35,7.71,17.04,10.0,9.0,5.08,0.565,2.846,262.59
VIRTUAL_0732,虚拟,VIRTUAL_0732_design,design,7.577,2.312,13.87,6.15,12.96,10.02,4.7327,44.17,24.07,0.545,3.276,799.77
VIRTUAL_0733,虚拟,VIRTUAL_0733_design,design,6.937,2.729,3.01,19.22,2.43,26.68,5.1041,33.04,0.0,0.0,2.542,1019.66
VIRTUAL_0734,虚拟,VIRTUAL_0734_design,design,3.352,1.022,13.18,1.1,9.45,25.73,0.2883,39.73,3.26,0.082,3.28,69.05
VIRTUAL_0735,虚拟,VIRTUAL_0735_design,design,4.421,1.124,12.83,16.77,13.12,29.65,6.0552,46.63,9.8,0.21,3.934,110.2
VIRTUAL_0736,虚拟,VIRTUAL_0736_design,design,2.844,0.78,2.37,20.85,19.4,8.19,2.9692,59.16,1.37,0.023,3.644,34.2
VIRTUAL_0737,虚拟,VIRTUAL_0737_design,design,9.43,2.757,7.31,17.05,14.49,16.67,10.0,11.65,56.89,4.883,3.421,1414.44
VIRTUAL_0738,虚拟,VIRTUAL_0738_design,design,5.436,1.128,0.49,15.92,1.78,17.94,2.1109,54.01,0.0,0.0,4.818,136.62
VIRTUAL_0739,虚拟,VIRTUAL_0739_design,design,9.698,1.953,1.08,12.16,21.19,29.91,10.0,43.15,287.32,6.659,4.966,729.99
VIRTUAL_0740,虚拟,VIRTUAL_0740_design,design,9.095,1.309,8.69,8.96,1.99,10.55,8.1894,26.67,0.0,0.0,6.946,307.72
VIRTUAL_0741,虚拟,VIRTUAL_0741_design,design,6.955,2.882,3.9,17.86,2.33,16.24,10.0,7.24,0.0,0.0,2.413,1140.29
VIRTUAL_0742,虚拟,VIRTUAL_0742_design,design,9.36,2.518,9.28,18.13,16.54,29.07,10.0,71.45,511.13,7.153,3.718,1171.22
VIRTUAL_0743,虚拟,VIRTUAL_0743_design,design,5.316,0.781,7.49,2.83,15.22,14.58,1.6523,62.33,1.62,0.026,6.811,63.93
VIRTUAL_0744,虚拟,VIRTUAL_0744_design,design,2.19,0.649,13.32,8.47,11.18,21.5,0.87,60.46,1.0,0.017,3.372,18.23
VIRTUAL_0745,虚拟,VIRTUAL_0745_design,design,4.285,0.802,13.53,2.92,9.92,0.97,2.0344,22.33,0.0,0.0,5.345,54.35
VIRTUAL_0746,虚拟,VIRTUAL_0746_design,design,7.871,1.232,1.3,10.46,1.24,2.73,2.1285,80.8,0.0,0.0,6.387,235.9
VIRTUAL_0747,虚拟,VIRTUAL_0747_design,design,7.783,2.811,11.99,15.05,2.26,23.53,3.1252,84.58,0.0,0.0,2.768,1214.39
VIRTUAL_0748,虚拟,VIRTUAL_0748_design,design,8.051,1.921,3.41,18.6,18.45,29.43,10.0,15.74,145.0,9.214,4.191,586.56
VIRTUAL_0749,虚拟,VIRTUAL_0749_design,design,2.354,0.982,2.78,1.51,24.97,0.94,0.1398,83.56,0.0,0.0,2.398,44.8
VIRTUAL_0750,虚拟,VIRTUAL_0750_design,design,3.844,1.678,7.85,19.84,23.23,0.47,10.0,7.73,0.0,0.0,2.29,213.78
VIRTUAL_0751,虚拟,VIRTUAL_0751_design,design,2.728,1.003,12.46,10.15,15.57,5.82,1.147,80.54,0.87,0.011,2.719,54.22
VIRTUAL_0752,虚拟,VIRTUAL_0752_design,design,2.905,0.866,1.39,12.32,13.07,4.5,1.7136,44.32,0.0,0.0,3.356,42.97
VIRTUAL_0753,虚拟,VIRTUAL_0753_design,design,3.541,1.093,8.28,0.24,19.26,21.45,0.0975,36.76,8.26,0.225,3.239,83.52
VIRTUAL_0754,虚拟,VIRTUAL_0754_design,design,7.623,2.9,3.51,7.15,5.41,17.39,5.6265,15.65,11.59,0.741,2.629,1265.18
VIRTUAL_0755,虚拟,VIRTUAL_0755_design,design,7.061,1.991,5.53,9.27,14.49,0.37,10.0,8.04,0.0,0.0,3.547,552.48
VIRTUAL_0756,虚拟,VIRTUAL_0756_design,design,8.848,1.05,9.95,20.24,7.5,11.24,10.0,56.98,2.49,0.044,8.43,192.39
VIRTUAL_0757,虚拟,VIRTUAL_0757_design,design,9.436,2.464,1.4,14.74,10.85,14.23,10.0,5.11,21.19,4.151,3.829,1131.31
VIRTUAL_0758,虚拟,VIRTUAL_0758_design,design,7.968,1.797,4.36,8.48,21.51,22.52,10.0,27.38,80.56,2.943,4.434,507.87
VIRTUAL_0759,虚拟,VIRTUAL_0759_design,design,2.744,1.285,8.23,11.76,15.31,11.11,1.0741,80.75,3.33,0.041,2.135,89.48
VIRTUAL_0760,虚拟,VIRTUAL_0760_design,design,1.432,0.217,7.61,20.61,8.4,26.11,1.1312,76.46,0.06,0.001,6.595,1.33
VIRTUAL_0761,虚拟,VIRTUAL_0761_design,design,0.653,0.123,10.25,4.43,9.91,15.15,0.0928,72.6,0.0,0.0,5.303,0.19
VIRTUAL_0762,虚拟,VIRTUAL_0762_design,design,4.242,1.247,7.66,18.01,5.12,24.27,2.687,69.35,2.68,0.039,3.401,130.24
VIRTUAL_0763,虚拟,VIRTUAL_0763_design,design,7.085,1.653,2.11,14.66,13.59,19.25,10.0,33.93,48.67,1.434,4.287,382.0
VIRTUAL_0764,虚拟,VIRTUAL_0764_design,design,5.997,0.805,6.41,16.65,20.06,14.94,9.1058,89.5,6.2,0.069,7.454,76.65
VIRTUAL_0765,虚拟,VIRTUAL_0765_design,design,4.283,1.968,12.57,15.1,21.62,2.85,2.9772,86.53,0.0,0.0,2.177,327.32
VIRTUAL_0766,虚拟,VIRTUAL_0766_design,design,3.41,0.584,3.5,9.22,7.03,9.75,4.5215,13.67,0.1,0.007,5.837,22.98
VIRTUAL_0767,虚拟,VIRTUAL_0767_design,design,5.851,1.619,4.98,16.43,22.44,22.75,10.0,33.33,127.67,3.83,3.613,302.83
VIRTUAL_0768,虚拟,VIRTUAL_0768_design,design,1.774,0.27,4.97,17.78,6.91,2.08,3.8272,13.34,0.0,0.0,6.573,2.55
VIRTUAL_0769,虚拟,VIRTUAL_0769_design,design,8.63,2.217,3.69,12.24,13.66,19.73,10.0,23.47,109.35,4.659,3.892,837.56
VIRTUAL_0770,虚拟,VIRTUAL_0770_design,design,3.301,1.247,0.42,8.23,9.44,16.4,3.0674,7.46,4.09,0.548,2.648,101.25
VIRTUAL_0771,虚拟,VIRTUAL_0771_design,design,2.412,0.895,11.28,12.38,18.78,19.92,2.1605,35.68,9.14,0.256,2.697,38.11
VIRTUAL_0772,虚拟,VIRTUAL_0772_design,design,3.159,1.038,10.49,8.37,8.27,13.89,0.9329,81.83,1.68,0.02,3.044,67.12
VIRTUAL_0773,虚拟,VIRTUAL_0773_design,design,5.587,2.037,12.67,2.21,6.57,21.33,0.5248,82.41,16.04,0.195,2.743,457.66
VIRTUAL_0774,虚拟,VIRTUAL_0774_design,design,4.327,0.587,6.24,5.11,7.99,23.21,7.0865,7.74,1.76,0.228,7.367,29.45
VIRTUAL_0775,虚拟,VIRTUAL_0775_design,design,4.448,1.505,1.44,7.46,3.15,28.85,0.6686,80.76,0.0,0.0,2.955,199.01
VIRTUAL_0776,虚拟,VIRTUAL_0776_design,design,4.758,0.901,13.08,7.61,4.86,16.98,1.5663,94.39,0.0,0.0,5.279,76.33
VIRTUAL_0777,虚拟,VIRTUAL_0777_design,design,0.337,0.116,13.15,3.81,3.72,17.19,0.014,86.21,0.0,0.0,2.898,0.09
VIRTUAL_0778,虚拟,VIRTUAL_0778_design,design,4.928,2.453,9.57,1.68,24.83,12.36,0.9685,28.88,73.65,2.55,2.009,585.45
VIRTUAL_0779,虚拟,VIRTUAL_0779_design,design,3.252,0.438,0.22,9.92,21.08,17.25,1.3673,99.92,1.51,0.015,7.43,12.29
VIRTUAL_0780,虚拟,VIRTUAL_0780_design,design,3.02,0.495,2.46,6.31,20.03,27.19,1.0342,97.51,3.68,0.038,6.101,14.61
VIRTUAL_0781,虚拟,VIRTUAL_0781_design,design,8.849,1.579,1.76,19.15,16.27,5.11,10.0,43.1,2.8,0.065,5.603,435.57
VIRTUAL_0782,虚拟,VIRTUAL_0782_design,design,7.447,1.767,13.85,1.25,9.52,14.56,0.9784,50.41,8.59,0.17,4.214,459.11
VIRTUAL_0783,虚拟,VIRTUAL_0783_design,design,7.374,2.717,13.15,17.72,21.41,16.61,8.6526,82.62,129.75,1.57,2.714,1074.14
VIRTUAL_0784,虚拟,VIRTUAL_0784_design,design,4.165,0.945,6.65,6.32,24.08,9.52,8.0868,9.98,4.98,0.498,4.41,73.35
VIRTUAL_0785,虚拟,VIRTUAL_0785_design,design,0.854,0.136,3.23,10.24,11.4,24.03,0.2847,74.0,0.03,0.0,6.272,0.31
